,id,tweet_text,created_at,source,public_metrics,language,retweet_count,reply_count,like_count,quote_count
21,1516967767093792769,RT @_toushay_: “To see if Katina can keep me satisfied.” Not ONCE has this man stated what he can do for Katina. It’s always about him 🥴 #m…,2022-04-21 02:31:14+00:00,Twitter for Android,"{'retweet_count': 28, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,28,0,0,0
22,1516967765759991815,Jasmina needs to let them walls down shit I thought mine were bad 🥴 #MarriedAtFirstSight,2022-04-21 02:31:13+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
23,1516967763193077760,Olajuwon put effort into himself like... financially but not... as an emotional person. So... in the end....how much was that worth? #MarriedAtFirstSight,2022-04-21 02:31:13+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
24,1516967755047739394,"#MAFS #MarriedAtFirstSight So since Ola feels like HE'S  the one from the other side of the tracks, he keeps trying to diminish Katina.",2022-04-21 02:31:11+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",en,0,0,2,1
25,1516967749863411712,Rewatch Katina in the first episodes and watch her now. 🤯 Where did she go? She’s been silenced. #MAFS #MarriedAtFirstSightBoston #Marriedatfirstsight,2022-04-21 02:31:10+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
26,1516967732297842689,RT @raediant_shawna: Katina doesn't even get dressed anymore she just be showing up #MarriedAtFirstSight #mafs,2022-04-21 02:31:05+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
27,1516967684243607561,How old is Noi again because.....#MarriedAtFirstSight #MAFS https://t.co/YduQyWbkTL,2022-04-21 02:30:54+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
28,1516967605151674371,"RT @I_said_Uhh: I’m convinced, #MarriedAtFirstSight chooses ppl who are not actually ready for marriage, they’re just tired of dating. #MAFS",2022-04-21 02:30:35+00:00,Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,4,0,0,0
29,1516967533965766657,99% of what Isaac says is infuriating. Homeboy is wondering if Katina can keep him satisfied after she has kids with him #MAFS #MAFSBoston #MarriedAtFirstSightBoston #MarriedAtFirstSight https://t.co/Ga4OfDi9yL,2022-04-21 02:30:18+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
30,1516967532984422403,Lindsey on that buttery BS as always #MarriedAtFirstSight,2022-04-21 02:30:18+00:00,Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
31,1516967516358197249,"RT @_littleone19: Sooo, Olajuwon OBVIOUSLY believes in gender roles BUT he doesn’t want to take care of a baby and a wife?!?! Boy, that is…",2022-04-21 02:30:14+00:00,Twitter for iPhone,"{'retweet_count': 79, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,79,0,0,0
32,1516967468996177920,RT @jaderaer: Olujawon keeps talking about how he hopes that Katina doesn’t judge him when all he has done is judge Katina #mafs #MarriedAt…,2022-04-21 02:30:03+00:00,Twitter for iPhone,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,17,0,0,0
33,1516967456207745024,"RT @beautywithchar: Does this feel like the longest season ever, or is it just me? 🥱 #MarriedAtFirstSightBoston #MarriedAtFirstSight #mafs…",2022-04-21 02:30:00+00:00,Twitter for iPhone,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,7,0,0,0
34,1516967436813275138,RT @The_AunTEAs: WHO taught Steve how to communicate? What class did he take? He is legit top tier communicator. #MAFS #MarriedAtFirstSight,2022-04-21 02:29:55+00:00,Twitter for iPhone,"{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,22,0,0,0
35,1516967414176563201,Does Noi have a power over complex on #marriedatfirstsight ? #marriagetips #MarriageHelp #godlymarriage Smart Bio https://t.co/lj2bFsGd6u https://t.co/g3KiuggHJl,2022-04-21 02:29:50+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
36,1516967403254685698,Lol I actually was getting emotional watching olaujwon cry. #MarriedAtFirstSight #MAFS #MarriedAtFirstSightBoston #afterparty,2022-04-21 02:29:47+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
37,1516967392064286722,"Michael, “I’m EXCITED”💯💍#MAFS #MarriedAtFirstSight #MarriedAtFirstSightBoston #mafs14 @MAFSLifetime https://t.co/LCavMbgYVI",2022-04-21 02:29:44+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
38,1516967371931537416,"WHERE IS THE LETTTTTTERRRRR, Olajuwon #mafs #MarriedAtFirstSight #MarriedAtFirstSightBoston https://t.co/GMaCHlEBaI",2022-04-21 02:29:40+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,0,1,1,0
39,1516967360502112256,RT @SheriNotCheri: Lindsay is the absolute WORST! Of course she’d RUIN that moment between Michael and Olajuwon. Main character syndrome is…,2022-04-21 02:29:37+00:00,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
40,1516967359998996480,RT @OmgItsKayyyy: One thing Katina was definitely vocal as hell in the beginning now she’s just there to be there #MAFS #MarriedAtFirstSight,2022-04-21 02:29:37+00:00,sentiment_analysis_by_ayush,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
41,1516967358237188096,I’m trying to watch #MarriedAtFirstSight and the game,2022-04-21 02:29:36+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
42,1516967355326537729,"RT @singleinatlanta: I’m telling you, Mike is a really good dude! #AfterParty #MAFS #MarriedAtFirstSight #MAFSBoston #MAFSAfterParty",2022-04-21 02:29:36+00:00,lifeofpi,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
43,1516967350716698625,RT @OmgItsKayyyy: To already be emotionally checked out after being married for only 8 weeks says alot #MAFS #MarriedAtFirstSight,2022-04-21 02:29:34+00:00,Search_entrep,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
44,1516967341019566085,Michael will HUG and console O but not his wife when she was emotional reading her letter. Whats up with that?#MarriedAtFirstSight,2022-04-21 02:29:32+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
45,1516967273461805056,Damn! Katina can’t even talk about her childhood in the church without OLawdYouStillHere making it about him!  #mafs #MarriedAtFirstSight,2022-04-21 02:29:16+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,0,0,3,0
46,1516967251416649729,"RT @raediant_shawna: Mark had bed bugs, lost his job, been verbally abused, publicly humiliated, and his cat is deteriorating. We've only k…",2022-04-21 02:29:11+00:00,Twitter for iPhone,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,17,0,0,0
47,1516967210362753024,"The word that comes to my mind while watching every single minute of every episode of this show? …. Discomfort. Yet, here I am just punishing myself. This season is sooo bad lol 🫣 #MAFSBoston #mafs #MarriedAtFirstSight https://t.co/kqeyQFMkfD",2022-04-21 02:29:01+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
48,1516967209393926145,"RT @TheMoYouKnow3: Please say no, Katina #MarriedAtFirstSight #MAFSBoston https://t.co/7vIadOgbsB",2022-04-21 02:29:01+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
49,1516967187264806912,"RT @garyscott1500: At some point when you're an adult, you have to hold yourself accountable and not lean on your past as a reason for your…",2022-04-21 02:28:55+00:00,Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,4,0,0,0
50,1516967163311104000,I hope olaujwon is learning to stop all that tough guy crap and grow up. I think he embarrassed probably how he looking on Tv  #MarriedAtFirstSight #MAFS #MarriedAtFirstSightBoston #afterparty,2022-04-21 02:28:50+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
51,1516967139328073730,Steve is the most level-headed guy. I want better for him than Noi  #MarriedAtFirstSight #MAFS,2022-04-21 02:28:44+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,0,0,4,0
52,1516967084760174594,RT @sethsmithart: I wanna know what little boys growing up in the hood are watching married at first sight on Lifetime at 10:23pm on a Wedn…,2022-04-21 02:28:31+00:00,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
53,1516967049729396736,Grown men need to know it is ok to cry as a matter of fact it is SEXY. To see a man who is confident enough in himself to show his emotions to his woman and to the world is very attractive!! You Go Olajuwon!!! #Mafs #MarriedAtFirstSight #MarriedAtFirstSightBoston #Tears,2022-04-21 02:28:23+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,0,1,1,0
54,1516967038874529792,RT @KimberlyCoombs5: Katina is not everything O wants RIGHT NOW so now he’s gonna flip it as he wants to get a divorce because it’s what be…,2022-04-21 02:28:20+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
55,1516967024756416514,Olujawon and Lindsey have gotten close #mafs #MarriedAtFirstSight,2022-04-21 02:28:17+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,0,0,3,0
56,1516967008293859329,"Michael go ahead and let her go.  Practicing divination with Mediums.  Naw fam, I’m out ✌🏾#MarriedAtFirstSight",2022-04-21 02:28:13+00:00,Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
57,1516967005714513921,Marks life didn’t get hard until he met Lindsey 🤷🏽‍♀️ #ChangeMyMind #mafs #mafsboston #MarriedAtFirstSight https://t.co/oqVlk9jeU3,2022-04-21 02:28:12+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
58,1516966967705575425,RT @realitvwithbee: I am shook. Noi seriously wants to live separately from Steve? Can this work after only being married for 8 weeks? #Mar…,2022-04-21 02:28:03+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
59,1516966963964223490,Mark could have been the husband at Week 7 that Lindsey was looking for if she hadn’t been pushing him so unnaturally hard since Day 3 #MarriedAtFirstSight,2022-04-21 02:28:02+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
60,1516966963356086279,RT @ReadInColour: Olajuwon is the kind of man who would be jealous of a baby for getting attention he thinks he deserves. #MAFS #MarriedAtF…,2022-04-21 02:28:02+00:00,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
61,1516966962273914881,"I hate when Black men emote, because then I get emotional…#MarriedAtFirstSight #MarriedAtFirstSightAfterParty",2022-04-21 02:28:02+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
62,1516966956703879168,RT @LouisFouche: Screaming! 😭😭😭😭 #MAFS #MarriedAtFirstSight,2022-04-21 02:28:01+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
63,1516966937997332480,RT @CALiSFYNEST: At this point the audience wants more for Katina than Katina wants for herself. #mafs #marriedatfirstsight https://t.co/f5…,2022-04-21 02:27:56+00:00,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
64,1516966930946707456,"RT @PlaineBlaine: Katina has aged 15 years in one month being married to Olajuwon. Girl, leave him!!!! #MAFS #MarriedAtFirstSight https://t…",2022-04-21 02:27:54+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
65,1516966888160432129,RT @Mysafewordisbye: Poor Katina that look at the end of the preview was the look of exhaustion. That patting of the weave (not to be confu…,2022-04-21 02:27:44+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
66,1516966884696109061,"My face when Noi is talking....

#MarriedAtFirstSight #MAFS https://t.co/DS1DiYxW6D",2022-04-21 02:27:43+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,0,0,2,0
67,1516966872956211202,Noi just wanted to try marriage on like it’s a wig. #mafsafterparty #MarriedAtFirstSight #mafs #MAFSBoston #marriedatfirstsightboston https://t.co/k2CdCAFjmK,2022-04-21 02:27:41+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
68,1516966869261074433,To already be emotionally checked out after being married for only 8 weeks says alot #MAFS #MarriedAtFirstSight,2022-04-21 02:27:40+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1,0,1,0
69,1516966856040583169,RT @OldMeagh: Hmmm whats wrong with this picture? Just Lindsay being an abusive manipulator and taking pleasure in Marks suffering. She is…,2022-04-21 02:27:37+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
70,1516966826072236032,#MAFS #MarriedAtFirstSight Not licking someone &amp; pinching them every 10 seconds is not diminishing yourself. How hard is it to not abuse Mark's personal space.,2022-04-21 02:27:29+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,0,1,2,0
71,1516966768291450881,Black and Irish Olajuwon looking for a way out of his marriage… #MAFS #Marriedatfirstsight https://t.co/0oJc1yo4md,2022-04-21 02:27:16+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,0,0,3,0
72,1516966760469127169,I feel like the experts do not match these couples to last because many of these red flags should have been vetted out. #MAFS #MarriedAtFirstSight,2022-04-21 02:27:14+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,0,0,2,0
73,1516966749681369088,"Noi told Steve ""I love you"" on like day 4....she can't express herself?#
 #MarriedAtFirstSight   #MarriedAtFirstSightBoston  #mafs #mafsboston #boston #wednesdaynightdrama https://t.co/e8N0zlTY69",2022-04-21 02:27:11+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",en,0,1,5,0
74,1516966730580516864,Screaming! 😭😭😭😭 #MAFS #MarriedAtFirstSight https://t.co/mJGFPgStkH,2022-04-21 02:27:07+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",en,1,1,5,0
75,1516966714784821249,I want free therapy for life for Katina after this season of #MAFS is over. Just put her on the Paige Plan. #MarriedAtFirstSight https://t.co/wLolf20jUo,2022-04-21 02:27:03+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
76,1516966706396241922,Lindsay is the absolute WORST! Of course she’d RUIN that moment between Michael and Olajuwon. Main character syndrome is real. #MAFSBoston #MAFSAfterParty #MarriedAtFirstSight #MAFS,2022-04-21 02:27:01+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",en,1,1,8,0
77,1516966695168094209,Now why couldn't we see this side of Olajuwon in his marriage to Katina? I just hope he isn't tugging on our heartstrings as an act. #mafsafterparty #MarriedAtFirstSightBoston #MarriedAtFirstSight #mafs #mafsboston #marriedatfirstsightafterparty,2022-04-21 02:26:58+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,0,1,0,0
78,1516966603367366657,RT @Vee1313: #MarriedAtFirstSight Olajuwon if you don’t want to be with her just say that. https://t.co/qoGMPlahzq,2022-04-21 02:26:36+00:00,Twitter for Android,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,5,0,0,0
79,1516966584094539778,Yeah it’s gonna be Lindsay &amp; Olajuan announcing that they’re together at the reunion #MarriedAtFirstSight https://t.co/r5Ak1QqSgc,2022-04-21 02:26:32+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,0,0,2,0
80,1516966577081573377,"RT @m_sarr: So O wants Katina to say no because he cares for her 
#MAFS #MAFSBoston #MarriedAtFirstSightBoston #MarriedAtFirstSight https:/…",2022-04-21 02:26:30+00:00,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
81,1516966552071024640,"“My FUTURE baby daddy..” 

She AIN’T leavin‼️ 

💯💍#MAFS #MarriedAtFirstSight #MarriedAtFirstSightBoston @MAFSLifetime #mafs14 https://t.co/jNNNtv1UGE",2022-04-21 02:26:24+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
82,1516966550007595008,"RT @Jessica_Tribble: The fact that Lindsey, at her BIG age, can’t understand what Mark was saying is exactly why she shouldn’t be on this s…",2022-04-21 02:26:24+00:00,Twitter for iPhone,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,6,0,0,0
83,1516966547314593794,"I’m telling you, Mike is a really good dude! #AfterParty #MAFS #MarriedAtFirstSight #MAFSBoston #MAFSAfterParty",2022-04-21 02:26:23+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",en,1,1,4,0
84,1516966494848040960,O did not write a letter. #MAFS #MarriedAtFirstSight,2022-04-21 02:26:10+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,0,0,4,0
85,1516966452527517696,RT @CierraYvette_: Not Olajuwon tryna cry like we give af. 😒 #MarriedAtFirstSightBoston #MarriedAtFirstSight #MAFS,2022-04-21 02:26:00+00:00,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
86,1516966437134684160,can i understand why you act that way while not letting you use it as an excuse to hurt others at the same time? yes #mafs #MarriedAtFirstSight,2022-04-21 02:25:57+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
87,1516966429463089154,Why didn’t they show Olajuwon’s letter to himself? #MarriedAtFirstSight,2022-04-21 02:25:55+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
88,1516966424329297920,Just put Lindsay with Ola on decision day. 2 crazy peas in a pod.  #MarriedAtFirstSight,2022-04-21 02:25:54+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,0,1,2,0
89,1516966412832624641,One thing Katina was definitely vocal as hell in the beginning now she’s just there to be there #MAFS #MarriedAtFirstSight,2022-04-21 02:25:51+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1,0,1,0
90,1516966405777854465,RT @_sdm26: I really hope Steve decides to divorce Noi and later on she finds out he’s super successful #MAFS #MarriedAtFirstSight https://…,2022-04-21 02:25:49+00:00,Twitter for Android,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,9,0,0,0
