,id,tweet_text,created_at,source,public_metrics,language,retweet_count,reply_count,like_count,quote_count
10,1514435336742572033,Ace the Data Science Interview by Refreshing Top Hadoop Questions and Answers https://t.co/x4UlHS4hlR,2022-04-14 02:48:15+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
11,1514435319587913730,"RT @UTSA: We're building a one-of-a-kind School of Data Science to serve Texas. When we open our new facility in downtown SA, 30 world-clas…",2022-04-14 02:48:11+00:00,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
12,1514435304274415616,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:48:08+00:00,Twitter for iPad,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
13,1514435246229446658,"RT @DeSciAlliance: Key takeaways from @Niklas_TR, @joicesticks , @thinkbynumbers discussion:
- Currently data is siloed in private health a…",2022-04-14 02:47:54+00:00,Twitter for iPhone,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,5,0,0,0
14,1514435194614341632,"""#300 Building a data science startup (panel)"" by Talk Python To Me 
https://t.co/ZI4OYtay7V 

#datascience #ds #podcast
See more posts at https://t.co/lo9TyPHhtw",2022-04-14 02:47:41+00:00,ds-arXiv1,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
15,1514435089354182663,"RT @PantosIO: We are proud to expand our network of renowned universities, by partnering up with the world-famous London Business School. I…",2022-04-14 02:47:16+00:00,Twitter for Android,"{'retweet_count': 86, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,86,0,0,0
16,1514435011860176896,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:46:58+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
17,1514435004809596928,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:46:56+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
18,1514434983082934272,@zhanbuttnsfw Science was happening but crucial data was missing,2022-04-14 02:46:51+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
19,1514434970894442501,RT @machinelearnflx: 23 Data Science Techniques You Should Know! https://t.co/CuZ3ASJFZp  #DataScience,2022-04-14 02:46:48+00:00,Twitter for Android,"{'retweet_count': 105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,105,0,0,0
20,1514434943325253635,"We're building a one-of-a-kind School of Data Science to serve Texas. When we open our new facility in downtown SA, 30 world-class faculty members will re-locate to prepare grad students for the jobs of the future.

More at https://t.co/UdQxD8qGs6

#UTSA @UTSAData @UTSABusiness https://t.co/BkpsloKH3A",2022-04-14 02:46:41+00:00,Twitter Web App,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,2,0,3,0
21,1514434929609768960,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:46:38+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
22,1514434918914437129,"@MarinaGlogovac @DFisman The Star: Ontario data does NOT suggest that the pandemic is over
100,000 cases per day
https://t.co/BLDOoLvasL
18% of LTC homes in outbreak due to COVID https://t.co/6RgDKlmS9O
Hospitals grapple with virus-related staff absences https://t.co/s0Ib2bUobU",2022-04-14 02:46:36+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
23,1514434914858508290,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:46:35+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
24,1514434891999416323,@science_SRH @HainerLab i want to know too! but also i have to admit that if you do the single page print outs you can add data at the last minute 😹😹😹 (probably not recommended),2022-04-14 02:46:29+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
25,1514434748462084098,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:45:55+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
26,1514434696360304640,RT @ThrombosisRese1: Deaths related to pulmonary embolism #PE and cardiovascular events before and during the 2020 #Covid_19 pandemic: An e…,2022-04-14 02:45:43+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
27,1514434640437723136,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:45:29+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
28,1514434631596220422,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:45:27+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
29,1514434561027067913,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:45:10+00:00,Twitter for Android,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
30,1514434552567054338,RT @cbb2cornell: New JDE article w/@UptonJoannaB &amp; Susana Constenla-Villoslada @IFPRI comparing different methods of measuring development…,2022-04-14 02:45:08+00:00,Twitter for iPhone,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,7,0,0,0
31,1514434520564609025,"""Science is the search for truth and knowledge. Originality and autonomy are its lifeblood. Science only becomes science by a bonafide treatment of data, facts and intellectual property.""  At #ForensisGroup we focus on #NothingButTheTruth. 
https://t.co/6X8aKLEzsJ https://t.co/V5PWwcqZ2D",2022-04-14 02:45:01+00:00,Sprout Social,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
32,1514434460313395209,RT @VentureBeat: GDS 2.0 and AuraDS from Neo4j bring graph data science one step closer to mainstream adoption. #graphdatascience #datascie…,2022-04-14 02:44:46+00:00,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
33,1514434312585859077,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:44:11+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
34,1514434121312833537,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:43:26+00:00,Twitter for Android,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
35,1514434055949160451,RT @cbb2cornell: New JDE article w/@UptonJoannaB &amp; Susana Constenla-Villoslada @IFPRI comparing different methods of measuring development…,2022-04-14 02:43:10+00:00,Twitter for iPhone,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,7,0,0,0
36,1514433905662726145,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:42:34+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
37,1514433888361267205,RT @sunomath7: I've been learning data science with Dataquest — and it's a game changer! No boring videos or fill-in-the-blank exercises. T…,2022-04-14 02:42:30+00:00,Pachamama_X,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
38,1514433860095913985,RT @machinelearnflx: 23 Data Science Techniques You Should Know! https://t.co/CuZ3ASJFZp  #DataScience,2022-04-14 02:42:23+00:00,Twitter for Android,"{'retweet_count': 105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,105,0,0,0
39,1514433828068024320,RT @sunomath7: I've been learning data science with Dataquest — and it's a game changer! No boring videos or fill-in-the-blank exercises. T…,2022-04-14 02:42:16+00:00,rstatsretweetingtool,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
40,1514433808011038726,RT @sunomath7: I've been learning data science with Dataquest — and it's a game changer! No boring videos or fill-in-the-blank exercises. T…,2022-04-14 02:42:11+00:00,Python Data Science Tweets,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
41,1514433700347277314,Hejnowicz &amp; Chaplowe discuss how data science &amp; #evaluation can enhance each other to address our development challenges https://t.co/a2LZeV6jL8 #DataScience https://t.co/nO9wTTBD6E,2022-04-14 02:41:45+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
42,1514433670580518914,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:41:38+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
43,1514433664385527811,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:41:37+00:00,Twitter for Android,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
44,1514433627878211588,"RT @PythonWithRune: #100DaysOfCode inspired me to this blog

Is Python the Right Choice for Data Science?

https://t.co/0RsIXXqB7j
#Python",2022-04-14 02:41:28+00:00,Python Data Science Tweets,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
45,1514433592335679493,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:41:19+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
46,1514433555820023811,"RT @FrankGrimes_Jr: At the beginning of covid, when I first started tweeting about it. I was tweeting a lot of data and StatsCanada reports…",2022-04-14 02:41:11+00:00,Twitter Web App,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,16,0,0,0
47,1514433465579896836,"RT @SyedSaddiq: We should advocate the usage of medical cannabis openly.

It is no longer a taboo. It has been proven by data &amp; science tha…",2022-04-14 02:40:49+00:00,Twitter for Android,"{'retweet_count': 216, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,216,0,0,0
48,1514433447674417159,"RT @DalianaLiu: Don't let the lack of math skills stops you from getting into data science.

The blog below listed some essential skills. I…",2022-04-14 02:40:45+00:00,Twitter for Android,"{'retweet_count': 468, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,468,0,0,0
49,1514433403034415105,@SonuSood they give guide to purchase laptop with technical specifications.  https://t.co/aZmrfr8cfP .. Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 which costs 90k approximately. Could you please help my daughter,2022-04-14 02:40:34+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
50,1514433397006876677,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:40:33+00:00,Twitter for Android,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
51,1514433387053858824,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:40:30+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
52,1514433254912315393,"RT @__mharrison__: @thatjuanpablo Hi, I'm Matt. 👋

Not looking for a role. But happy to help teams or individuals level up on their Python…",2022-04-14 02:39:59+00:00,Python Data Science Tweets,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
53,1514433229419393031,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:39:53+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
54,1514433211476152321,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:39:49+00:00,Twitter for Android,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
55,1514433188680060930,RT @machinelearnflx: 23 Data Science Techniques You Should Know! https://t.co/CuZ3ASJFZp  #DataScience,2022-04-14 02:39:43+00:00,Twitter for Android,"{'retweet_count': 105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,105,0,0,0
56,1514433172251234304,"RT @Sukriti_Macker: According to my professional experience in data science, IF YOU WANNA STANDOUT as a beginner in the field, you ought to…",2022-04-14 02:39:39+00:00,Twitter for Android,"{'retweet_count': 183, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,183,0,0,0
57,1514433161442201601,Preparing for data science interview? Have a look at this. https://t.co/cy8ya3G3bo,2022-04-14 02:39:37+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
58,1514433151015211012,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:39:34+00:00,Twitter for iPad,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
59,1514433005024075778,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:38:59+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
60,1514432954616922122,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:38:47+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
61,1514432782696599556,"@pwhickey No, his job is data analysis with far more depth than using a preponderance of evidence to support a predetermined course of action based on politics, not science. And if you’re going to be pissy about @kylamb8 you should at least have the courtesy to tag him in the thread.",2022-04-14 02:38:06+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
62,1514432711984918530,"RT @FrankGrimes_Jr: At the beginning of covid, when I first started tweeting about it. I was tweeting a lot of data and StatsCanada reports…",2022-04-14 02:37:49+00:00,Twitter Web App,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,16,0,0,0
63,1514432517134184449,"«Most used programming langage in 2018»
Python en tête? Étrange👇

«Sur un total de 18827 personnes ayant répondues au sondage sur un site dédié au machine learning et data science»

Voilà pourquoi un sondage ne veut rien dire si on ne précise pas l’échantillonnage ni le contexte https://t.co/99skNf1cuS",2022-04-14 02:37:03+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",fr,0,1,0,0
64,1514432494220681217,"know what is not good for my mental health @BCNDPCaucus ? the constant pressure to get infected, cause I cannot assess my personal safety risk because lack of data and also the frustration that no one in government follows science.  That is a fact that isn't going away.",2022-04-14 02:36:58+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,0,1,0,0
65,1514432491951517698,[EBOOK]- Foundations of Statistics for Data Scientists: With R and Python (Chapman &amp; Hall/CRC Texts in Statistical Science) https://t.co/OpDGgN6kwg https://t.co/3kike8HIdb,2022-04-14 02:36:57+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
66,1514432452055379969,"RT @FrankGrimes_Jr: At the beginning of covid, when I first started tweeting about it. I was tweeting a lot of data and StatsCanada reports…",2022-04-14 02:36:48+00:00,Twitter Web App,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,16,0,0,0
67,1514432427573530624,I've been learning data science with Dataquest — and it's a game changer! No boring videos or fill-in-the-blank exercises. Try it for yourself! https://t.co/viMiqnMHTO #dataquest #datascience #rstats #python via @dataquest,2022-04-14 02:36:42+00:00,Twitter Web App,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,3,0,2,0
68,1514432375799054340,"🥲 Finished 2018, peer review process from 2018-2022.
Data augmentation for Convolutional LSTM based brain computer interfac... https://t.co/ucDuQhq1Xi",2022-04-14 02:36:29+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
69,1514432085393649666,"RT @ZLabe: This is one of my favorite visuals, especially this time of year (season transitions) - migration patterns of birds varying with…",2022-04-14 02:35:20+00:00,Twitter for Android,"{'retweet_count': 126, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,126,0,0,0
70,1514432072030507012,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:35:17+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
71,1514432068154966024,"RT @FrankGrimes_Jr: At the beginning of covid, when I first started tweeting about it. I was tweeting a lot of data and StatsCanada reports…",2022-04-14 02:35:16+00:00,Twitter for Android,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,16,0,0,0
72,1514432041231818757,"RT @EnremotoC: Quizlet is hiring a remote Manager Data Science &amp; Analytics 🕵️‍♂️.️ #remotework #remotejobs  #exec #lead 
 More info here 👇💥…",2022-04-14 02:35:10+00:00,ThreeJ,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
73,1514432016103714816,"#100DaysOfCode inspired me to this blog

Is Python the Right Choice for Data Science?

https://t.co/0RsIXXqB7j
#Python",2022-04-14 02:35:04+00:00,TweetAMessage,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,1,0,2,0
74,1514431994909769728,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:34:59+00:00,Twitter for iPad,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
75,1514431914698022914,"New #Job opening in #Ukraine 🇺🇦
Data Science Engineer
https://t.co/m4FWRZLda0

#робота #Україна #работа",2022-04-14 02:34:39+00:00,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
76,1514431890421436417,"RT @DalianaLiu: Don't let the lack of math skills stops you from getting into data science.

The blog below listed some essential skills. I…",2022-04-14 02:34:34+00:00,Twitter for Android,"{'retweet_count': 468, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,468,0,0,0
77,1514431873895657477,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:34:30+00:00,Twitter for Android,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
78,1514431862097256448,"Ethical #hacking can improve AI #bias
#AIEthics #EthicalAI #AI #ArtificialIntelligence #Algorithms #Data #Digital #Tech #Technology #Ethics #Ethical #Politics #Policy #Governance #DataEthics #DigitalEthics #TechEthics 
https://t.co/XN6W1e33PY",2022-04-14 02:34:27+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
79,1514431821114609666,RT @USBrainAlliance: The Office of the BRAIN Director  seeks to recruit a senior bioinformatics scientist with a well-established record of…,2022-04-14 02:34:17+00:00,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
80,1514431799409225731,"(3/8) So, when I read an article that expounds on the virtues of open-access data, but then says they used data from two big open-data sources without courtesy of citation, I can’t help but wonder exactly how committed those authors are to truly open and respectful science:",2022-04-14 02:34:12+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,0,1,0,0
81,1514431668165103620,RT @daler2012: @RosRosbut28 @calphonso Masks are less than 10% effective unless N95 grade and above &amp; fitted properly 😉 I know science &amp; ma…,2022-04-14 02:33:41+00:00,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
82,1514431549592444928,RT @n_dayasindhu: For faculty associated with AI and Data Science programs in Indian universities. A survey to map AI and data science prog…,2022-04-14 02:33:12+00:00,Twitter Web App,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
83,1514431482999226374,"Quizlet is hiring a remote Manager Data Science &amp; Analytics 🕵️‍♂️.️ #remotework #remotejobs  #exec #lead 
 More info here 👇💥  https://t.co/WWEzzGHzhi",2022-04-14 02:32:56+00:00,Twitter,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
84,1514431297657409539,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:32:12+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
85,1514431253541314563,"Nah science is my Forte. 

Masks don't do anything according to actual data. https://t.co/MA9CaEEg3W https://t.co/DPqgqcj6Ul",2022-04-14 02:32:02+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
86,1514431206728900609,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:31:51+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
87,1514431109987196938,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:31:28+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
88,1514431083940560903,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:31:21+00:00,Twitter for iPhone,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
89,1514431067138281472,RT @machinelearnflx: 23 Data Science Techniques You Should Know! https://t.co/CuZ3ASJFZp  #DataScience,2022-04-14 02:31:17+00:00,Twitter Web App,"{'retweet_count': 105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,105,0,0,0
90,1514431056727879680,"@thatjuanpablo Hi, I'm Matt. 👋

Not looking for a role. But happy to help teams or individuals level up on their Python and Data Science skills. 🐼🐍🤯

https://t.co/9hRRRvVKO0",2022-04-14 02:31:15+00:00,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",en,1,0,6,0
91,1514431047936659460,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:31:13+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
92,1514430987152859136,RT @louietraub: Pfizer tried hiding nine pages of adverse reactions from the public for 75 years until a judge forced them to release the d…,2022-04-14 02:30:58+00:00,Twitter Web App,"{'retweet_count': 803, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,803,0,0,0
