,id,tweet_text,created_at,source,public_metrics,language,retweet_count,reply_count,like_count,quote_count
16,1518794630791319552,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:30:32+00:00,Twitter for iPhone,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
17,1518794485185990656,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:29:57+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
18,1518793880438779904,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:27:33+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
19,1518793837220872194,"@rattlesnake_tkk ご応募ありがとうございました。
PayPayポイント運用 600万人達成&amp;2周年記念キャンペーン 第2弾（ポイント運用益シェア）も開催中！
詳しくは👇の画像をタップ",2022-04-26 03:27:23+00:00,BoiteCampaignTool,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,0,0,0,0
20,1518793763585355777,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:27:05+00:00,Twitter Web App,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
21,1518793570966253568,https://t.co/2llmDq97OE,2022-04-26 03:26:19+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",und,0,0,0,0
22,1518793304384708608,My advice-DON'T go up against a rattlesnake with death on the line.,2022-04-26 03:25:16+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
23,1518792890318831618,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:23:37+00:00,Twitter Web App,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
24,1518792527888982017,"When you build up a tolerance for iocaine powder but NOT rattlesnake venom 

https://t.co/FWonJ1UYBO",2022-04-26 03:22:11+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,0,1,0,0
25,1518792454597935104,RT @enews: Princess Bride's Cary Elwes Airlifted to Hospital After Rattlesnake Bite https://t.co/rYBxniDwRF,2022-04-26 03:21:53+00:00,WorldCeleb,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,9,0,0,0
26,1518791310127378434,"As if this day wasn’t stressful enough on this dumpster fire of a site we also almost lost Wesley. 

This cast must be protected at ALL COSTS.

 https://t.co/JFyypjZT10",2022-04-26 03:17:20+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",en,0,0,2,1
27,1518791180388995072,The sheer amount of rattlesnake sightings in my area will eventually force me to never leave my house. Or I’ll just be wearing leather boots everywhere I go. Both idea are being entertained.,2022-04-26 03:16:49+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
28,1518791063472902144,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:16:21+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
29,1518790612023234561,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:14:34+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
30,1518790472281452546,RT @MSN: 'Princess Bride' star Cary Elwes hospitalized after being bitten by rattlesnake https://t.co/XgZ8XSrrsa,2022-04-26 03:14:01+00:00,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
31,1518790200390037506,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:12:56+00:00,Twitter Web App,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
32,1518790084929093632,https://t.co/6FjAgHqh7m,2022-04-26 03:12:28+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",und,0,0,0,0
33,1518789985759019008,@UghShh He got bit by a rattlesnake today,2022-04-26 03:12:05+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,0,1,1,0
34,1518789680979869696,@mscriptonite idk why i’m acting like mine don’t be having 5sums in the bathroom at rattlesnake juice 😭😭😭,2022-04-26 03:10:52+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
35,1518789481318518785,"“Princess Bride” actor Cary Elwes says he’s “recovering well” after being bitten by a rattlesnake.
https://t.co/HvYuP4aoA7",2022-04-26 03:10:04+00:00,SocialFlow,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
36,1518789414335369218,"@Cary_Elwes @UCLAHealth Perhaps you could build up an immunity to rattlesnake venom?

But in all seriousness, I am thankful you are recovering.",2022-04-26 03:09:48+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
37,1518789377790517249,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:09:40+00:00,Twitter for iPhone,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
38,1518789354847678464,"""Princess Bride"" actor Cary Elwes says he's ""recovering well"" after being bitten not by a R.O.U.S. – a rodent of unusual size, if you aren't familiar with the film – but a rattlesnake in Southern California. 
https://t.co/U8MCKCliJM",2022-04-26 03:09:34+00:00,SocialFlow,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
39,1518789338691440640,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:09:30+00:00,Twitter for iPhone,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
40,1518789298388144128,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:09:21+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
41,1518789269153792000,'Princess Bride' star Cary Elwes hospitalized after rattlesnake bite https://t.co/CEZYijlznk,2022-04-26 03:09:14+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
42,1518788919042600960,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:07:50+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
43,1518788614150230017,'Princess Bride' star Cary Elwes hospitalized after being bitten by rattlesnake https://t.co/XgZ8XSrrsa,2022-04-26 03:06:37+00:00,OxfordBlue-Twitter,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,1,0,1,0
44,1518788411284287488,RT @FoxNews: ‘Princess Bride’ star Cary Elwes shares he was bitten by a rattlesnake: 'Recovering well' https://t.co/7HxpiM7m9A,2022-04-26 03:05:49+00:00,Twitter for iPhone,"{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,22,0,0,0
45,1518788227246829573,"Get well soon @Cary_Elwes !!!

https://t.co/m2sKZ4cD2T https://t.co/0tcRvASMv8",2022-04-26 03:05:05+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
46,1518788187426066433,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:04:56+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
47,1518788146045018114,RT @TMZ: Cary Elwes got way more than he bargained for when a day of yardwork turned into a helicopter ride to the hospital after a nasty r…,2022-04-26 03:04:46+00:00,Twitter for Android,"{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,14,0,0,0
48,1518788065011118080,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:04:27+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
49,1518788035235696640,@Cary_Elwes @UCLAHealth Thankfully you've spent the last few years building up an immunity to rattlesnake venom,2022-04-26 03:04:19+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
50,1518787628224724993,"RT @FOX26Houston: Cary Elwes, known for playing Westley in ""The Princess Bride,"" was airlifted to the hospital over the weekend after he wa…",2022-04-26 03:02:42+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
51,1518787576982917127,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:02:30+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
52,1518787432270819329,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:01:56+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
53,1518787245523849219,"'Princess Bride' star Cary Elwes airlifted to hospital after rattlesnake bite in Malibu
https://t.co/CYJLnH0VYz",2022-04-26 03:01:11+00:00,NESbot_OT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
54,1518787083124584448,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 03:00:32+00:00,Twitter Web App,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
55,1518787017932484608,"RT @FOX26Houston: Cary Elwes, known for playing Westley in ""The Princess Bride,"" was airlifted to the hospital over the weekend after he wa…",2022-04-26 03:00:17+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
56,1518786627903971328,"Meaner than a rattlesnake, ain't ya?",2022-04-26 02:58:44+00:00,"Cheap Bots, Done Quick!","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
57,1518786476829466634,‘Princess Bride’ actor Cary Elwes bit by rattlesnake in CA https://t.co/5v6UMLkID2,2022-04-26 02:58:08+00:00,WordPress.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
58,1518786407006834688,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:57:51+00:00,Twitter Web App,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
59,1518786352208261120,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:57:38+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
60,1518786036591079425,Almost stepped directly on a rattlesnake today. My heart jumped #rattlesnake https://t.co/3bsiDCcAK4,2022-04-26 02:56:23+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
61,1518786017456791552,@f_fatto Fantastic! @metaxas_ari @saracha___ @COLORP0P @mdmm__digital @NiravMaru6 @MetaContinent @SL_artiste @thetinyblonde @wiggysNFT @LaurentinaNft @rattlesnake_eth @ElEigen @sachiangle @DanesaGlez @agape_zeus @momonkneemoprob @PeriJ777 @Natlovic,2022-04-26 02:56:18+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
62,1518785933369393152,"#Texas https://t.co/xi5pJbEwS3 
shovels can kill snakes go for the head",2022-04-26 02:55:58+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,0,1,0,0
63,1518785692150640641,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:55:01+00:00,Twitter for iPhone,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
64,1518785681199357960,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:54:58+00:00,Twitter for iPad,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
65,1518785627805962241,RT @latimes: Actor Cary Elwes recovering after being bitten by rattlesnake in Malibu https://t.co/8us74sDepG,2022-04-26 02:54:45+00:00,Twitter for iPad,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,4,0,0,0
66,1518785330178146307,Actor Cary Elwes rushed to hospital after bitten by rattlesnake https://t.co/w6XB1VdiBZ,2022-04-26 02:53:35+00:00,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
67,1518785287249436680,@IanBGallagher Rattlesnake meat is pretty delicious,2022-04-26 02:53:24+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,0,1,1,0
68,1518785072115044352,@KassyDillon Why is it that now is when you can finally say it? Because the Wesley actor just got bit by a rattlesnake and was life flighted to the hospital? Or is this an Elon Musk thing? Or did something else happen that I'm unaware of?,2022-04-26 02:52:33+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
69,1518784971216809984,"thought i heard a rattlesnake rattling near my feet at work tonight, so my ass screams like a little girl and runs as fast as possible away… turns out it was a sprinkler head",2022-04-26 02:52:09+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
70,1518784820150738947,"RT @FOX26Houston: Cary Elwes, known for playing Westley in ""The Princess Bride,"" was airlifted to the hospital over the weekend after he wa…",2022-04-26 02:51:33+00:00,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,3,0,0,0
71,1518784740861562880,@LittleDog4Chi @DrJamesOlsson https://t.co/c34BTmP20l,2022-04-26 02:51:14+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",und,0,1,1,0
72,1518784703179935744,@Cary_Elwes @UCLAHealth @ATRightMovies  i take it you took the last few years building up an immunity to Rattlesnake venom ..? https://t.co/0c8ikaALjL,2022-04-26 02:51:05+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
73,1518784535793741826,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:50:25+00:00,Twitter Web App,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
74,1518784497667432448,@ATRightMovies  i take it he took the last few years building up an immunity to Rattlesnake venom ….. https://t.co/labgduYraL,2022-04-26 02:50:16+00:00,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
75,1518784467489468416,"Cary Elwes, known for playing Westley in ""The Princess Bride,"" was airlifted to the hospital over the weekend after he was bitten by a rattlesnake in Malibu.  https://t.co/oJboKWTx65",2022-04-26 02:50:09+00:00,True Anthem,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",en,3,0,2,1
76,1518784423541452800,Actor Cary Elwes recovering after being bitten by rattlesnake in Malibu https://t.co/gXZKhQYMed,2022-04-26 02:49:58+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
77,1518784298408550401,"@ConwayShow 

Who gets bit by a rattlesnake",2022-04-26 02:49:29+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
78,1518784257581191168,He should have spent years building up an immunity to rattlesnake venom. https://t.co/WQEkU99xrj,2022-04-26 02:49:19+00:00,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",en,0,1,3,0
79,1518784221715865600,"RT @WTAJnews: C'mon, not even Jigsaw could stop him in the SAW movies.   https://t.co/s9gbjzHNZS",2022-04-26 02:49:10+00:00,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,1,0,0,0
80,1518784190245789696,RT @J__Calvin: https://t.co/zEr98SVYtw,2022-04-26 02:49:03+00:00,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",und,1,0,0,0
81,1518784066232987649,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:48:33+00:00,Twitter for iPhone,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
82,1518783882631426048,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:47:49+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
83,1518783515202146305,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:46:22+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
84,1518783508184973312,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:46:20+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
85,1518783489813794817,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:46:16+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
86,1518783409719439360,Check out 5 Large Rattlesnake Heads  #7523  Taxidermy Diamondback Sidewinder  https://t.co/352ADs0YeU via @eBay,2022-04-26 02:45:57+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
87,1518783331483242501,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:45:38+00:00,Twitter for iPhone,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
88,1518782959456641025,"rattlesnake
rattles me",2022-04-26 02:44:09+00:00,"Cheap Bots, Done Quick!","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
89,1518782672897646592,"Poor Cary Elwes :( But it's a great reminder for us that it's rattlesnake season and we need to be aware of our surroundings. ~Dakota :)
https://t.co/ykwEYfL7DO",2022-04-26 02:43:01+00:00,Emplifi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
90,1518782150077689856,"My 7th-grade teacher proved that rattlesnake tastes like chicken. Because of him, I usually include a #Vietnam #Veteran in each of my contemporary works. Bob Jewell wrote his memoir, Bleeding Spirits.
#writer #writerslife #Bob

https://t.co/ysjnKcMRue",2022-04-26 02:40:56+00:00,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,0,0,0,0
91,1518781924839510016,"""Princess Bride"" actor Cary Elwes says he's ""recovering well"" after being bitten by a rattlesnake in Southern California.  https://t.co/ha5GUnpiK5",2022-04-26 02:40:03+00:00,SocialFlow,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,0,0,1,0
92,1518781898968944641,"RT @FOXLA: Cary Elwes, known for playing Westley in ""The Princess Bride,"" was airlifted to the hospital over the weekend after he was bitte…",2022-04-26 02:39:56+00:00,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,2,0,0,0
93,1518781817804902406,"RT @Cary_Elwes: Bit not by a ROUS but a rattlesnake. Grateful to the staff of Malibu Urgent Care, LA County Fire Dept. and the staff and me…",2022-04-26 02:39:37+00:00,Twitter for Android,"{'retweet_count': 359, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,359,0,0,0
